-1.141699740104802352e+00 4.813024106325105023e-01 5.547677306908215256e-01 -1.581024654506804072e-01
9.022653788397450025e-01 -6.054608351218001561e-01 -9.560194999210448463e-01 -9.747274007142535668e-01
3.563039697100091330e-02 5.290361020973287365e-02 1.074496060699085653e+00 9.313616553262235032e-01
4.065529774827082998e-01 2.751499566832963373e-01 -9.233056173326820160e-01 3.554663673012515290e-01
2.504052650084699905e-01 1.224171956267980921e+00 1.946542974961372963e+00 -8.817636410987669260e-01
7.973968068182963886e-01 -7.169223852844496259e-01 3.306666827594391123e-01 -6.299844694791656430e-01
-1.929662564191903407e+00 -2.114098284866181010e-01 -7.090754956883601468e-01 6.008457678296239557e-01
2.503411305001215226e-01 1.567994024712544565e+00 -1.889843037934090531e-01 9.450839710998338861e-01
-6.908384650930810000e-01 -3.654460834944874281e-01 -8.459099371131204581e-01 -8.949890821952409814e-01
-1.946851275225345013e-01 7.047630615901246953e-01 6.603070566268989805e-02 -1.286454664060874498e+00
3.657931473529218991e-01 -1.011872604649815877e+00 1.549934380422270275e+00 7.807740677192361867e-01
-1.269115736496398084e+00 8.761378468158965704e-01 -1.029464228772968726e+00 8.269058432905095346e-01
-7.433415026900855871e-01 -8.961420708503777810e-01 9.773717659295979576e-01 -1.124013626623443729e+00
8.696743656481283891e-01 8.048821713752126739e-01 3.422744887420552939e-01 -5.373913231397725587e-01
-6.795246130948223717e-01 -1.564116482675310671e+00 -6.061228530935474090e-01 9.822829707349276518e-01
2.693592234414340369e-01 -1.152851211096250772e+00 -1.370752617178744526e+00 1.265672202490658371e+00
-5.328598974794837018e-01 -1.197871051511176788e-01 8.264371178498383097e-01 -2.224573325649059075e-01
8.278250204509292054e-01 -1.496608362862507091e-01 1.138985999943835203e+00 -9.541329626331017666e-01
-1.788392592902301903e+00 6.192783943263795443e-01 3.180773961722167531e-01 -7.445804379286932728e-02
6.353097868427470818e-01 -1.120071635933991949e+00 5.725408958030917678e-02 1.207877593543691119e-01
-1.436624584725090914e+00 -5.650682862050192545e-01 -6.179640074842076558e-01 -1.747831264103242965e+00
5.809477620787028007e-01 -1.328811252489183192e-01 -9.111829956728992874e-01 -1.019293510558680893e+00
-3.822381770812328661e-01 6.826171684940577356e-01 1.384811253600626957e+00 9.413138042203390565e-01
