-1.226414356835105357e+00 -1.213726062538672101e+00 1.458464254406467431e+00 5.503972455428792765e-01 1.076704279250412677e+00 1.092898734256021909e+00 -1.672084212286228944e-01 2.656829832526624857e-01 -5.682790464737949021e-01 -9.437162325636718752e-01 9.548155364973657244e-01 7.805932548915937019e-01 1.344640053513531108e-01 7.189245743051143611e-01 9.560596159348937473e-01 -5.970291139924744916e-01 -6.455323270987817219e-01 6.420837343235787920e-01 5.983064906228773294e-01 -5.776491831696922707e-01
-8.749462411250934490e-01 1.190750646617573683e+00 1.700849949991487253e-01 4.689686181974669042e-03 -1.456532532428353344e+00 -1.367264550116748412e+00 -8.489831109671394094e-01 1.172565264308675248e+00 -1.303696260473607760e+00 -1.388885443324260116e+00 -9.540762391641186002e-02 4.930817710212518912e-01 -9.889938799762618138e-02 -6.216730424053645843e-01 8.322743129442424781e-01 7.662685333262905241e-01 -1.205323441684140517e+00 5.642161339035378642e-01 6.428911977123159538e-01 -8.308648977644620404e-01
7.470516011429080283e-01 -7.235701754867918112e-01 -7.089819531138785713e-01 1.414591499937962515e+00 -6.510016110243636023e-01 -9.937374833467947643e-02 -8.678406510024839760e-01 -1.082536356563866597e+00 8.225853757351655471e-01 -8.034545792710315881e-01 -1.341264657243785630e+00 -8.573024231557278829e-02 8.238138372175894952e-01 -4.372070911340412980e-02 -9.035177377905069251e-01 -5.227758449695668608e-01 -8.316249487992788403e-01 -1.038464957756154300e-01 5.707302647869314516e-01 6.862181952092303305e-01
-1.127768324369753605e+00 1.462445820390629425e+00 6.071040631890315398e-01 9.111432218392069293e-01 -3.285729090003430275e-01 -1.787014414280449603e+00 7.592400673950511214e-01 -3.915858295192538030e-01 -7.611874932952758521e-02 -2.944467051884943065e-01 -6.493809417295280939e-01 8.916258072659006828e-01 -1.270892590773373465e+00 1.102176778716173589e+00 -1.338926700307244921e+00 -8.478691282321183520e-01 1.367030822600669770e+00 1.351665929830719204e+00 -8.764180754160313391e-01 -3.794870689655468476e-01
1.551541999497954849e-01 -4.109564272818388986e-02 -1.425936643696230410e+00 -2.337164950858063028e-01 1.301557293037968188e+00 -6.115004115370875626e-01 7.143906185586073043e-01 9.418483250469327217e-01 -1.268003498621256275e+00 -3.364353818930947426e-01 6.630690876438920522e-01 -1.498326922968606034e+00 7.309918272314844812e-01 7.091957223376524899e-01 -1.341148646964804181e+00 -4.514291748399276161e-01 -5.990949392555781072e-01 -9.139737833674680401e-01 1.547498296565954057e+00 -2.385871067434409409e-01
1.211944835219947114e+00 7.050456600181437272e-01 1.210024584175430490e-01 1.311680287567460246e+00 -1.282294072659803108e+00 1.948712833668671207e+00 1.162817902793794822e+00 -4.645583326731979601e-01 -1.813582681428576704e+00 5.586946940781097881e-01 8.915433682464062315e-01 -8.841928535326027960e-01 -1.473225882070090753e+00 -1.480976126626886713e-01 1.009385221208615180e+00 7.503688742360392627e-01 1.611188010553508354e+00 -8.980688984394336050e-01 3.231284900550455697e-01 -1.228957638708826794e+00
-4.872588456866938089e-01 -1.101338943321668262e+00 -1.784663481331300317e-01 -9.799652579347453152e-01 9.432807999367683049e-02 8.966958801354547592e-01 2.851902324774898689e-01 -8.223853017102823459e-01 8.582659177272164985e-01 5.757566426227762602e-01 -6.022767316642674285e-01 4.897245413379356371e-01 -8.716990531626909178e-01 1.565110114582461964e-01 -1.603375626939362864e-01 6.706405967138495683e-01 -3.869987603812673482e-01 1.017949672457047150e+00 3.020042439590344130e-01 -2.085888638330641309e-01
1.099317567760651926e+00 7.445327497066313027e-01 -3.515352979865866284e-02 1.449090537487686570e+00 -1.033060396644088330e+00 1.784130062361554803e+00 4.309724437559949162e-01 -1.250981371828697064e+00 -1.433012844664099505e+00 3.094164317448619972e-01 -9.422880923649489260e-01 -1.326085094561773037e+00 -7.588181819408146289e-01 1.545195390379061839e+00 1.800191079532183602e+00 6.846830281979408017e-01 7.844293636716478946e-02 -1.116380413035657160e+00 -1.333984700179739802e+00 -1.163202368842818357e+00
-7.147148154883140592e-01 -6.528714503278699732e-01 1.374644146528827826e-01 -7.814377892023915972e-01 -7.191266619784136838e-01 6.361508584180833870e-01 -8.363317896585021893e-01 3.024402376532840941e-01 4.250955420892837955e-01 6.324116783971350797e-01 8.601803443921208769e-01 -1.016740023729077125e+00 6.366027035130953360e-01 1.191983711554186059e-01 -3.432896918804622111e-01 -7.891404987967801654e-01 5.002188706915515759e-01 -1.175880106031291339e+00 -5.414349259505168988e-01 1.511068352002997196e-02
-1.238333053988053045e+00 3.552955011569084998e-01 9.475174733422867535e-01 1.008943787449672946e+00 3.382161910417137429e-01 -9.889488078122328218e-01 9.366853750181752813e-01 -5.862722070129414709e-01 3.142832576782032539e-01 -5.165819371109225955e-01 1.101887395648467827e+00 4.119796796261472327e-01 -4.832594904785211809e-01 1.054493563272379086e+00 -6.379453516386639489e-01 -1.304798788630757489e+00 4.020176153334379943e-01 -2.284076462749794700e+00 -1.276141387607561573e+00 9.758549158371097043e-01
9.763425016908040821e-02 -1.581733270512427625e+00 -8.649364959569159073e-01 1.146993158031256038e-01 9.665547359155770568e-01 -6.972403666197476424e-01 3.882809944305383731e-01 7.931967831879799258e-01 -5.470808767684829377e-01 5.175714476047346135e-01 -8.753999208055007752e-02 -1.069316469795968283e+00 -1.877485040464663690e-01 7.455557249953077559e-01 -7.208901614389388035e-01 -2.316796275246474010e-02 -4.578039207791188558e-01 1.382052046597274098e+00 2.126466124372871913e-01 -5.847078281883576478e-01
-3.854145898474773402e-01 3.519648286887546718e-01 -7.165288383551390305e-01 -1.404939019383448784e+00 -4.891197391983358456e-01 5.740814436145241784e-01 2.041407698975047091e-01 -9.723923124485363001e-01 9.950152413891285574e-01 6.482080736941993049e-01 -5.409382632121167989e-01 7.223862948282216978e-01 -1.170542108979456986e+00 4.748982366671417044e-01 -3.578363794275970511e-01 8.266257788618408542e-01 -8.258938968076674492e-01 -3.356158092640652568e-01 9.555069652069836383e-01 2.846916021948870390e-01
1.657762500326624977e+00 -9.058102220766284240e-01 7.259840663832516361e-01 -3.928263786675903479e-01 -1.031203810036094515e+00 -1.226946434445846279e+00 1.295223739420319431e+00 1.940772079559957897e+00 1.840877184266067834e+00 -1.197540332651536366e+00 3.464869933750587827e-01 2.818549655575556812e-01 1.116702487091421281e+00 1.008248268981827955e+00 -6.884541657853436858e-01 1.773634087805845194e+00 9.283080105432282014e-01 4.441926263943594688e-01 -5.206805517681516449e-01 -7.517992620388073144e-01
3.615100721584963428e-01 1.440984768543232875e+00 -1.586980655015639341e+00 3.080772452494123237e-01 2.137323502805182240e+00 -1.178173837871211160e-01 -3.478129218755365293e-01 1.584929748575181874e+00 -1.093006451729738648e+00 1.094278191599660888e+00 9.768027320278325210e-01 -7.536859193551858072e-01 -2.625266055593244441e-01 2.140787340406602457e+00 2.887555813375879410e-01 2.597739671246392448e-02 -1.311237392185973683e+00 1.765959184467244203e+00 5.009105692577171531e-01 1.503422982349612802e+00
-1.035262327572139984e+00 -3.852679054800703384e-01 8.959186603864707221e-01 1.359101884072024258e-01 1.247304218088720329e-01 5.272643991363702431e-01 -6.149048220947054277e-01 5.776214054816235510e-01 -6.241531305345949798e-01 2.363290868600992078e-01 -1.561235186993062296e+00 6.401281534963990105e-02 -3.196121706060342516e-02 -8.387355200165785840e-01 -6.329515128805728030e-02 1.293604691778367233e+00 -1.657479179767185062e-02 3.553814136908604038e-01 6.041706156029432728e-01 4.895190534365865265e-01
-7.986799426750712527e-01 9.806095344512993917e-01 1.456787965320721911e-01 -4.321363599560407165e-01 -1.148241071190437390e+00 -3.015575020369731796e-01 -1.104734303404600215e+00 8.409291378170832276e-01 -6.222880607090142124e-01 7.077454369343305629e-01 -1.846198180629824437e+00 -5.227083080064908183e-01 3.576950989073162668e-01 -1.065833538955639481e+00 -9.891489374988943206e-02 8.195097026604583057e-01 6.167378162211094583e-01 3.911496138931891409e-01 -3.650218469043968184e-01 1.000481313022761221e+00
1.074514832391745278e+00 -3.243876347497418045e-01 -2.627566312147489036e-01 1.316901868270093034e+00 -1.535612065657393499e+00 7.654476891315521447e-01 6.352642966165678029e-01 -9.902847167610361323e-01 -1.161316636259207113e+00 -2.987958533457268362e-01 5.576264395974983579e-02 -1.561805622635510371e+00 -1.090117905265748810e+00 8.906857581214895347e-01 7.164418138943172698e-01 1.546397555603571838e+00 7.508836254246894493e-01 -8.683886991174529779e-01 -1.042651343237287032e+00 -1.093186635836262077e+00
4.481481570374010875e-02 6.441037725846602280e-01 -1.536423045154721834e+00 -9.493467216044620960e-01 1.094977899167350222e+00 -1.682819405262043766e-01 1.284720738122626216e+00 2.220683664289735404e-02 -1.312525739838822370e+00 -1.566142037011536647e+00 2.316556704473994588e-01 -4.756453974139904783e-01 1.489810867799419070e+00 -7.492501220983550647e-01 -2.621555458644629355e-01 -1.032060821553267171e+00 1.022868816725281071e+00 -9.871062223193421969e-01 6.811779787352348348e-02 -7.693055566559702241e-01
-1.072672459802818556e+00 -1.026386462223813245e+00 1.096082788478594638e+00 1.693451926207425184e-01 4.191152821736043865e-01 9.125517183630605933e-01 -6.305767272332812867e-01 6.328841840012414677e-01 -6.694757456474860202e-01 -4.244911308851043730e-01 -2.440008259172961325e-02 1.377001340310778921e-01 4.609497434723384690e-01 -4.194363338173300315e-01 9.280871768650778009e-01 4.854795031503440494e-01 -4.983172960483668312e-01 8.243179389838799498e-01 4.134032007848980061e-01 3.839825145160889741e-02
1.785108115196553991e+00 9.467441563811409069e-03 1.309784938171752566e+00 -7.665213153483475539e-01 5.557977293518475553e-03 -7.897266054437444005e-01 4.905756521011117588e-01 1.219737226013601905e+00 1.761272325768856728e+00 -1.128351898117783580e+00 -9.461739057104412431e-01 -9.164665481262941338e-01 -3.495586059650500621e-01 1.059292816757273270e+00 1.840214210636855530e+00 -2.039461972944477952e-01 1.054591479600629489e+00 -8.385060043341506786e-01 1.246484615308590893e+00 5.631482184062487351e-01
-2.904710923248620125e-01 -1.307644482689235055e+00 -6.487782334161303899e-01 -1.013292641577515418e+00 2.657395217384383446e-01 3.549497281545994087e-01 9.377720024927196363e-01 -7.615194272948356824e-01 2.672332688037091786e-01 -1.335838962358129489e+00 9.314980210787774384e-01 7.119386889841989863e-01 -9.391667496471529930e-02 -8.082889158925145034e-01 9.441881363206887645e-01 5.272185338137244104e-01 -3.460196118503078844e-01 -9.518246010897625509e-02 -1.169504823735078691e+00 2.957276646518853247e-01
-7.870562853975094919e-01 6.988554898708835283e-01 5.903254771393503381e-02 -4.578617040279919226e-01 -1.436680485589237888e+00 -5.501395416138579186e-01 -1.178510349807395219e+00 1.101639685835031690e+00 -7.386125178962584803e-01 -2.994746971684991155e-01 5.934464591070322953e-02 -6.867822875166917918e-01 8.564909716049851074e-01 -1.095194652618191933e+00 6.211521972069345976e-01 4.335817025682687231e-01 -2.011420398843995205e-01 -6.097495033030755351e-01 -6.890821128504203141e-01 9.684297185029970834e-01
6.869406816267592530e-01 -1.046133328471783308e+00 -7.306031905939398552e-01 1.326240908887837078e+00 -5.740033651696295758e-01 -3.711141655346373303e-01 -8.741674168219891738e-01 -8.745832508142011852e-01 9.872102425203744813e-01 -5.651276848253870000e-01 -1.333203691136301439e+00 2.002629978889387263e-01 6.392020654079442199e-01 -4.195874120100065996e-01 -7.623686218204285270e-01 -7.711640687157691465e-01 -3.829176105269992414e-01 1.296100723916767949e-01 6.115581956535998120e-01 2.603429944153030917e-02
-1.256641316700623623e+00 4.594590291569004004e-01 1.070691001522454222e+00 9.287318329337241885e-01 6.483054377986124939e-01 -4.086223488644231683e-01 7.466521690571727987e-01 -6.067741664583268246e-01 2.804998146894107092e-01 5.641565421307044303e-01 -1.079106860550632208e+00 3.153349174942145505e-01 -7.534944128630025606e-01 3.395579663378629487e-01 -1.393153317100800370e+00 6.648149760153124199e-02 1.156040477578027303e+00 -3.122825203201826660e-01 -2.330794071456832317e-01 9.813926620935673473e-01
1.969675748133236162e-02 -9.964438393504979619e-01 -1.053555609719137864e+00 -3.431425543231060860e-01 9.953814448571903784e-01 -4.957344292067850100e-01 9.090513029311166893e-01 4.543798540617231541e-01 -9.475203910524400142e-01 -4.929952151101331670e-01 -1.191061908398073459e-02 -1.150507048822398959e+00 7.661655184864838430e-01 -3.239981600070835493e-02 -1.033589877386865252e+00 -6.352847597660405965e-01 1.693082019705965946e-01 -4.521637598619012710e-01 7.196393090562930306e-01 -1.253804645297405651e+00
