2.235981379761080995e-02 1.284463571236784118e-01 6.623260912452428872e-01 1.027582389405996111e+00
2.309722073940785950e-02 1.036395415552419236e-01 5.750185933296503293e-01 8.943433356745715823e-01
2.115208507741839564e-02 1.238714288463504815e-01 8.159466234290746467e-01 9.800115171453191998e-01
2.160792016945877955e-02 1.055679809959135657e-01 6.266175453465664402e-01 9.613127031607290318e-01
2.406050867645185762e-02 1.245458734195180467e-01 8.790847005805231262e-01 1.044077996607490233e+00
2.301034963918854176e-02 1.150284698797685995e-01 7.576458299730085555e-01 9.053302947578700799e-01
2.053584809829723037e-02 1.388988324657006723e-01 5.038482695465377192e-01 1.000925440462955507e+00
2.107500057426679729e-02 1.050387206569649290e-01 7.396761783049186079e-01 1.044606647236595576e+00
2.322485309605579890e-02 1.231992807083263641e-01 5.113966921068054949e-01 9.541008339238644664e-01
2.384295454245251647e-02 1.149243338813428078e-01 6.631413537332735419e-01 1.008063956290291552e+00
2.213029458738392449e-02 1.369236937760499595e-01 8.693506117689079327e-01 9.155923572330963989e-01
2.131853579828543732e-02 1.211333912026959642e-01 5.053007233549245969e-01 1.038830642091334244e+00
2.361722219219008351e-02 1.374182355520019161e-01 7.116526839873149601e-01 9.435213988850900124e-01
2.274988912859560175e-02 1.087425872696101969e-01 8.099336013406546186e-01 9.901382945524680457e-01
2.056262652580952144e-02 1.305207590487930114e-01 5.677727888248307320e-01 8.911764375009094685e-01
2.053488416810990771e-02 1.108157589173043994e-01 5.144055656742436700e-01 8.801672406497043077e-01
2.248480275653068003e-02 1.276529276427387505e-01 7.299276517498387573e-01 9.811124545653040485e-01
2.400654040000778366e-02 1.228698427450821279e-01 8.564879573883363850e-01 9.452608008177993959e-01
2.203716944361221175e-02 1.344255537634301556e-01 5.955490284145622537e-01 1.050068379696148080e+00
2.205144255139764378e-02 1.156537419103484399e-01 7.122780180987196008e-01 8.846560065381730009e-01
2.393398352400732260e-02 1.370423042574332451e-01 4.855530349812787749e-01 9.647318369299010543e-01
2.323506671269110618e-02 1.057744143194010861e-01 5.846240173763392889e-01 9.310519094771574355e-01
2.117071406339818274e-02 1.246366288170729641e-01 8.105022822840677321e-01 1.028358919283902662e+00
2.040859944247303687e-02 1.174163933449525188e-01 6.735347247690300909e-01 9.743783349941838035e-01
2.306426902132879819e-02 1.346420400421146912e-01 8.825368319832270769e-01 8.763436988354355028e-01
2.407722668586764064e-02 1.036101801265810335e-01 7.649000363887497045e-01 1.020341321297162596e+00
2.187245481101320402e-02 1.255034400712156384e-01 5.487062216728018083e-01 9.264625739483778322e-01
2.166143190560021470e-02 1.022527489242538723e-01 8.683450148245517308e-01 1.010765212348605724e+00
2.351985040380196942e-02 1.204876358980813550e-01 6.255704843076959065e-01 9.012385096069692736e-01
2.260581663238094008e-02 1.112281898779213241e-01 5.094745864787649792e-01 1.049714285893116772e+00
2.084758275247586973e-02 1.297758078560025674e-01 7.408601282937523624e-01 9.386944598126962802e-01
2.041396607272255928e-02 1.040216504844900802e-01 5.971642645649812842e-01 1.032464189672745336e+00
2.228082241472851416e-02 1.190252816251737289e-01 8.905223885554282015e-01 9.437339189816328355e-01
2.321427871628906417e-02 1.095892468640746881e-01 7.348277452392116826e-01 9.866967427387349776e-01
2.147217040552078585e-02 1.299975407949384154e-01 4.882413124429680340e-01 8.771921082086683308e-01
2.206867375480562818e-02 1.103585581490025280e-01 7.624225284537311520e-01 1.050748699443886602e+00
2.396541214648740398e-02 1.337390830738060810e-01 5.736501962154976209e-01 9.806218899550158685e-01
2.272513167073964696e-02 1.034824177865988348e-01 5.124461013694614486e-01 1.005997423983454375e+00
2.101279220989655042e-02 1.241977887137064446e-01 6.872495453896971807e-01 9.112688913494884080e-01
2.130216885719230305e-02 1.127941897030864810e-01 5.398302629514748485e-01 9.354878344958116321e-01
2.326160207440314265e-02 1.314888318825201130e-01 7.614633082805823960e-01 1.038472090075985843e+00
2.379276819149368435e-02 1.033022262120324858e-01 8.753846355356664777e-01 9.083220780013496753e-01
2.200849231060088285e-02 1.247101776433189591e-01 6.925988066168794477e-01 1.002043056555429024e+00
2.159445565189381175e-02 1.080172154108773597e-01 7.014055942252408471e-01 9.394412692646336716e-01
2.384987204479790956e-02 1.303277550848405131e-01 4.661710354713862192e-01 1.034331447509866830e+00
2.291487385516828915e-02 1.178124920158520050e-01 6.059721643997733054e-01 8.860069740697572582e-01
2.057255914431579610e-02 1.369346348247166001e-01 8.730703041844027901e-01 9.765205353187254023e-01
2.082707747726849842e-02 1.188999278524505987e-01 7.716170556212760268e-01 1.016249595122330263e+00
2.273101119428998576e-02 1.354490116540341127e-01 5.761716808392796096e-01 9.250436828912442788e-01
2.357989506932394938e-02 1.087003062405837578e-01 6.753963123078056130e-01 1.052283792152867159e+00
2.170592548567240251e-02 1.318917850983162832e-01 8.771716427028583007e-01 9.364411142191094717e-01
2.202950350399449780e-02 1.015084483351160194e-01 5.562421828931393142e-01 9.671386036322412449e-01
2.414126011260061405e-02 1.233463779395978510e-01 7.598343016752997503e-01 8.893761020503849757e-01
2.288017963942799715e-02 1.154584781156054035e-01 8.660881377598248498e-01 1.017999027882188212e+00
2.106990627727085147e-02 1.357507454109533607e-01 6.512963425954132468e-01 9.368743959911531860e-01
2.068562412130324837e-02 1.038467142375975594e-01 8.538466484389990452e-01 8.717429457426291162e-01
2.273789759130247570e-02 1.278461415492731235e-01 6.386079053438666886e-01 9.755433128190775793e-01
2.372528943428046586e-02 1.175586817277686769e-01 4.814828781058343443e-01 9.195179259923835779e-01
2.163175978315171055e-02 1.363727971978977993e-01 7.221405699041948401e-01 1.014823485833410421e+00
