 #descriptor  wb  wc  Ol  lnAs  ns  w  Om  h
0.0211403  0.118752  0.761395  3.29047  0.931104  -1.0125  0.3156  0.6727
0.0211959  0.123544  0.560866  2.63454  0.969684  -1.0425  0.3156  0.6727
0.0212905  0.122286  0.603983  3.47302  0.995002  -1.0275  0.3156  0.6727
0.0213238  0.121747  0.58482  3.39257  0.936891  -1.1735  0.3156  0.6727
0.0213795  0.108509  0.750445  2.82018  0.955699  -1.0885  0.3156  0.6727
0.0214407  0.126539  0.769608  3.43589  0.96872  -0.8385  0.3156  0.6727
0.0214852  0.10797  0.616302  3.21312  0.94726  -0.9435  0.3156  0.6727
0.0215297  0.126299  0.685427  2.72427  0.979088  -0.8155  0.3156  0.6727
0.021602  0.118213  0.652575  2.56957  0.925317  -0.8785  0.3156  0.6727
0.0216798  0.115637  0.788771  2.50769  0.987286  -0.9355  0.3156  0.6727
0.021741  0.117674  0.75592  3.35235  1.01068  -0.9935  0.3156  0.6727
0.0217522  0.121387  0.623146  3.62772  0.940508  -0.8675  0.3156  0.6727
0.02183  0.111564  0.645047  2.84803  0.99018  -0.8295  0.3156  0.6727
0.0218912  0.13175  0.718962  2.66858  0.948224  -1.1095  0.3156  0.6727
0.021958  0.119411  0.661473  2.95013  0.953047  -1.0795  0.3156  0.6727
0.0220025  0.109048  0.634097  3.24715  0.978606  -1.1835  0.3156  0.6727
0.0220414  0.112702  0.601245  2.49222  0.98584  -1.1255  0.3156  0.6727
0.0221193  0.130971  0.611511  3.00892  1.0032  -0.9865  0.3156  0.6727
0.0221415  0.114499  0.802459  3.55965  0.962209  -1.1685  0.3156  0.6727
0.0222194  0.12564  0.677898  2.79234  0.999825  -1.1985  0.3156  0.6727
0.0222973  0.124622  0.547862  2.90372  0.927487  -0.9655  0.3156  0.6727
0.0223195  0.129114  0.702537  3.59059  0.93014  -1.0355  0.3156  0.6727
0.0223807  0.11366  0.589611  3.66175  0.939061  -1.0695  0.3156  0.6727
0.0224252  0.120908  0.816831  2.90991  0.976436  -1.0595  0.3156  0.6727
0.0225087  0.130312  0.774399  2.5541  0.996208  -0.8965  0.3156  0.6727
0.022542  0.109647  0.796299  3.09555  0.957628  -0.9295  0.3156  0.6727
0.0226088  0.127677  0.713487  2.60979  0.922183  -0.8495  0.3156  0.6727
0.0226477  0.112043  0.727859  3.17599  0.917119  -1.1155  0.3156  0.6727
0.0227089  0.114319  0.575238  3.26572  0.965103  -0.8575  0.3156  0.6727
0.0227534  0.115517  0.740179  3.49777  0.918807  -0.8825  0.3156  0.6727
0.0228535  0.111204  0.783296  3.69269  0.99235  -1.0015  0.3156  0.6727
