#descriptor  wb  wc  Ol  tau  lnAs  ns  w  s8  Om  h
0.0222500  0.119800  0.684400  0.079000  3.0940  0.96450  -1.000  0.83100  0.315600  0.6727
0.0212154  0.108898  0.743258  0.099935  2.9393  1.00838  -0.95  0.739163  0.256741  0.713639
0.0212599  0.12567  0.685769  0.084925  2.6299  0.989095  -0.906  0.676515  0.314231  0.68529
0.0213934  0.123753  0.548889  0.092035  3.5086  0.955337  -0.938  0.990449  0.45111  0.568483
0.0214824  0.127108  0.66113  0.067545  3.10019  0.98813  -1.178  0.906333  0.33887  0.663609
0.0216604  0.128785  0.762422  0.059645  2.72891  0.926402  -1.118  0.76823  0.237578  0.797458
0.0217494  0.117524  0.800748  0.087295  3.6076  0.941834  -0.89  1.05143  0.199252  0.837969
0.0218829  0.130223  0.784322  0.055695  3.28583  0.977521  -0.866  0.967875  0.215678  0.841553
0.0219496  0.110336  0.699457  0.063595  2.49376  0.948586  -1.122  0.597033  0.300544  0.665044
0.0221054  0.109857  0.672081  0.049375  3.00118  0.996811  -0.838  0.716456  0.32792  0.635904
0.0221944  0.131181  0.71862  0.096775  3.42196  0.923509  -1.026  1.04972  0.28138  0.739836
0.0223056  0.116086  0.647442  0.116525  3.03831  0.962089  -0.846  0.747693  0.352557  0.627975
0.0224614  0.120639  0.628279  0.053325  3.16207  0.936047  -0.806  0.796231  0.371722  0.621842
0.0225281  0.112971  0.633754  0.040685  3.23632  0.919651  -1.078  0.838654  0.366244  0.609686
0.0225949  0.122316  0.773372  0.072285  3.66948  1.00646  -1.054  1.20342  0.226628  0.801402
0.0227729  0.121837  0.587215  0.111785  2.8898  0.931225  -1.154  0.741417  0.412786  0.593192
0.0228174  0.11393  0.600903  0.103095  2.6794  0.999704  -1.098  0.648107  0.399098  0.586724
0.0229509  0.118722  0.573527  0.044635  2.54327  0.969805  -1.002  0.601379  0.426474  0.577665
0.0231289  0.116805  0.737783  0.079395  3.38484  0.950515  -1.198  0.997429  0.262217  0.732187
0.0231956  0.126389  0.611854  0.107045  3.53335  0.982343  -0.99  1.04605  0.388146  0.622118
0.0232624  0.112253  0.808961  0.077025  2.80316  0.966911  -0.962  0.701704  0.19104  0.84422
0.0211931  0.114169  0.759684  0.057275  3.43434  0.985237  -1.11  1.02536  0.240315  0.752285
0.0213266  0.121118  0.680294  0.039895  2.85267  0.967876  -0.874  0.721366  0.319707  0.668991
0.0214379  0.126149  0.58174  0.083345  3.17444  1.00742  -0.914  0.868413  0.418259  0.595307
0.0215491  0.122795  0.726833  0.080185  3.65711  0.922544  -1.158  1.17003  0.273167  0.728528
0.0216826  0.118003  0.715882  0.118105  3.63236  0.974627  -0.898  1.06371  0.284118  0.70278
0.0217271  0.10794  0.59269  0.069915  3.52097  0.957266  -0.954  0.917261  0.40731  0.565616
0.0218161  0.110096  0.551626  0.093615  2.79079  0.93026  -0.83  0.616585  0.448373  0.543718
0.0219719  0.130702  0.617329  0.112575  2.92692  0.945692  -1.046  0.797616  0.382672  0.632962
0.0220386  0.115128  0.631017  0.047005  2.74128  0.994882  -1.166  0.692352  0.368984  0.611127
0.0221499  0.117284  0.817174  0.097565  2.9888  1.00067  -1.086  0.856555  0.182826  0.875305
0.0223279  0.112732  0.745996  0.075445  3.05068  0.918686  -0.994  0.779059  0.254004  0.730919
0.0223946  0.127587  0.767897  0.088875  2.60515  0.94087  -0.814  0.64624  0.232103  0.80557
0.0225726  0.129983  0.609116  0.047795  3.26108  0.932189  -1.01  0.921629  0.390884  0.626036
0.0226171  0.128545  0.702194  0.064385  2.55564  1.01128  -0.97  0.678838  0.297804  0.713959
0.0227506  0.110575  0.658393  0.107835  3.32296  0.983308  -1.186  0.904711  0.341606  0.62623
0.0228396  0.111534  0.691244  0.101515  2.48139  0.964018  -0.926  0.56762  0.308756  0.661273
0.0229731  0.11992  0.789798  0.051745  3.34771  0.973663  -0.858  0.926508  0.210203  0.826336
0.0231066  0.119201  0.57079  0.061225  3.54572  0.990059  -1.038  1.00615  0.42921  0.577103
0.0232401  0.123514  0.65018  0.071495  2.66703  0.952444  -1.138  0.688576  0.34982  0.649109
0.0233069  0.125431  0.79801  0.103885  3.12494  0.939905  -1.066  0.914947  0.20199  0.85996
0.0211486  0.124951  0.713145  0.068335  3.07544  0.927367  -0.878  0.820884  0.286855  0.715225
0.0213489  0.114888  0.559839  0.062805  2.59277  0.965947  -0.986  0.603881  0.440161  0.557647
0.0214156  0.120399  0.754209  0.084135  3.36008  1.00453  -0.91  0.971229  0.245791  0.761299
0.0215714  0.108659  0.770634  0.054115  3.31058  0.961124  -0.854  0.843781  0.229367  0.755363
0.0216159  0.11369  0.72957  0.104675  2.53089  0.935083  -0.886  0.587392  0.270429  0.709016
0.0217939  0.13166  0.625542  0.102305  3.2487  0.99874  -1.102  0.974316  0.374458  0.641492
0.0218384  0.121597  0.589953  0.056485  3.58285  1.01031  -1.05  1.06587  0.410047  0.592759
0.0219274  0.118243  0.579002  0.065965  3.21157  0.938941  -1.194  0.861472  0.420998  0.578332
0.0220609  0.115367  0.740521  0.098355  2.84029  0.951479  -1.174  0.756321  0.259479  0.72945
0.0221721  0.129025  0.814436  0.089665  2.75366  0.980414  -0.974  0.778189  0.185564  0.904569
0.0222611  0.122555  0.710407  0.043845  3.11256  0.970769  -1.082  0.88103  0.289592  0.708717
0.0224169  0.123993  0.603641  0.042265  2.95168  0.995846  -0.826  0.747073  0.396359  0.609099
0.0224836  0.116565  0.562577  0.113365  3.44672  0.956302  -1.062  0.937296  0.437423  0.565106
0.0226394  0.127347  0.696719  0.074655  2.65465  0.917722  -1.006  0.687136  0.30328  0.70474
0.0227061  0.12591  0.781585  0.114945  3.59523  0.975592  -1.03  1.16355  0.218416  0.826655
0.0228841  0.109617  0.652918  0.091245  3.01356  0.924473  -0.818  0.690967  0.347083  0.619355
0.0229954  0.112492  0.677556  0.050165  3.68186  0.942799  -0.93  1.02919  0.322444  0.649749
0.0230844  0.129743  0.641967  0.080975  3.48384  0.946657  -1.13  1.06682  0.358032  0.654707
0.0232179  0.110815  0.795273  0.108625  2.70416  0.991988  -1.142  0.705629  0.204727  0.811059
0.0233514  0.11968  0.669343  0.078605  2.90217  0.984272  -0.942  0.739113  0.330656  0.659169
0.0211709  0.118961  0.792535  0.076235  2.71653  0.964982  -0.81  0.662122  0.207464  0.823733
