#descriptor  wb  wc  Ol  tau  lnAs  ns  w  s8  Om  h
0.0212821  0.114409  0.674818  0.045425  3.47147  0.937976  -0.998  0.964416  0.325182  0.647492
0.0213711  0.120159  0.663868  0.110205  3.33533  0.953408  -1.106  0.955887  0.336131  0.650354
0.0215269  0.111055  0.614591  0.069125  3.13732  1.0026  -1.018  0.80091  0.38541  0.587931
0.0215936  0.129264  0.693982  0.066755  3.70661  0.978485  -1.042  1.22249  0.306018  0.703606
0.0217049  0.108179  0.819911  0.085715  2.96405  0.958231  -1.034  0.768987  0.180088  0.851339
0.0219051  0.128066  0.756946  0.105465  2.61752  0.943763  -1.162  0.733632  0.243053  0.787187
0.0220164  0.126868  0.598166  0.117315  3.45909  0.991024  -0.862  0.98819  0.401834  0.610004
0.0221276  0.123274  0.803486  0.052535  3.22395  0.920615  -0.882  0.885388  0.196514  0.862068
0.0222166  0.118482  0.70767  0.095985  2.77841  1.01224  -0.834  0.68626  0.29233  0.695334
0.0222834  0.130462  0.644705  0.073075  2.86504  0.963053  -0.902  0.758032  0.355295  0.657049
0.0224391  0.124712  0.557102  0.088085  2.81554  0.981379  -1.19  0.73418  0.4429  0.577659
0.0225504  0.115847  0.584478  0.081765  2.56802  0.925438  -0.978  0.591235  0.415523  0.578453
0.0226616  0.122076  0.721358  0.043055  3.64473  0.934118  -1.134  1.14505  0.278642  0.722313
0.0227284  0.117045  0.77611  0.062015  2.51852  0.987166  -1.15  0.666203  0.223891  0.791928
0.0229064  0.130941  0.735046  0.050955  3.18682  1.00549  -1.09  0.983482  0.264954  0.763592
0.0230176  0.124233  0.620066  0.099145  3.39721  0.928331  -0.85  0.919176  0.379935  0.623901
0.0230399  0.111773  0.751471  0.094405  3.57048  0.947621  -0.958  1.00018  0.248528  0.738255
0.0231734  0.109138  0.63923  0.058065  3.02593  0.972698  -1.07  0.745837  0.360771  0.607059
0.0232846  0.113451  0.568052  0.110995  3.08781  0.993917  -0.922  0.755094  0.43195  0.563947
0.0212376  0.129504  0.688506  0.109415  3.1992  0.944728  -0.842  0.885065  0.311494  0.697127
0.0213044  0.123035  0.636492  0.077815  2.5804  0.929296  -1.074  0.649997  0.363509  0.631532
0.0214601  0.128306  0.811698  0.073865  3.27345  0.959195  -1.114  1.04797  0.188302  0.893728
0.0215046  0.126629  0.595428  0.046215  3.40959  0.954373  -0.918  0.96621  0.404574  0.606407
0.0216381  0.109377  0.606378  0.100725  2.87742  0.971734  -1.126  0.698958  0.39362  0.578336
0.0217716  0.115607  0.78706  0.054905  2.76604  0.992953  -0.982  0.721043  0.21294  0.805082
0.0218606  0.116326  0.622804  0.090455  3.37246  0.916757  -0.946  0.892554  0.377196  0.60667
0.0219941  0.121357  0.806223  0.114155  2.97643  0.92158  -1.022  0.820432  0.193776  0.86202
0.0220831  0.111294  0.565314  0.082555  2.69178  1.00356  -0.87  0.610497  0.434686  0.555255
0.0222389  0.125191  0.655655  0.106255  2.50614  0.986201  -1.014  0.640094  0.344345  0.655747
0.0223501  0.131421  0.748734  0.041475  2.64228  0.96016  -0.966  0.717944  0.251267  0.78392
0.0223724  0.112013  0.666606  0.060435  3.61998  0.976556  -1.146  1.05692  0.333394  0.636398
0.0225059  0.114649  0.704932  0.115735  3.5581  0.933154  -1.182  1.05018  0.295069  0.683368
0.0226839  0.113211  0.576265  0.070705  3.49622  0.96884  -0.822  0.902115  0.423735  0.567642
0.0227951  0.119441  0.765159  0.092825  3.14969  0.94955  -0.802  0.80351  0.234841  0.779996
0.0228619  0.127827  0.683031  0.065175  3.69424  0.97945  -0.894  1.14365  0.316969  0.690959
0.0229286  0.108419  0.732308  0.095195  3.2982  1.00163  -0.934  0.859976  0.267692  0.702181
0.0230621  0.117763  0.778847  0.048585  2.91455  0.937012  -1.094  0.785538  0.221152  0.799796
0.0231511  0.124472  0.554364  0.058855  2.82792  1.00935  -1.058  0.727227  0.445635  0.576802
0.0233291  0.120878  0.724095  0.086505  3.06306  0.997775  -1.17  0.87565  0.275904  0.724562
